query_id,config_name,agent_type,embedding_model,reranker_model,k,metric,score,iterations
92,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,0.0,3
92,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,0.0,3
92,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,0.0,3
92,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,0.0,3
92,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,3
92,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,0.25,3
92,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,3
92,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,0.25,3
93,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,1.0,1
93,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,1.0,1
93,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
93,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,1.0,1
93,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
93,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,1.0,1
93,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
93,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,1.0,1
94,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,1.0,1
94,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,1.0,1
94,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
94,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,1.0,1
94,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
94,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,1.0,1
94,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
94,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,1.0,1
95,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,0.0,1
95,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,0.0,1
95,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
95,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,0.5,1
95,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
95,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,0.5,1
95,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
95,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,0.5,1
96,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,0.0,2
96,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,0.0,2
96,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,2
96,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,0.5,2
96,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,2
96,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,0.5,2
96,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,2
96,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,0.5,2
97,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,1.0,1
97,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,1.0,1
97,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
97,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,1.0,1
97,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
97,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,1.0,1
97,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
97,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,1.0,1
98,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,0.0,3
98,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,0.0,3
98,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,0.0,3
98,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,0.0,3
98,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,3
98,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,0.2,3
98,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,3
98,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,0.2,3
99,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,0.0,1
99,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,0.0,1
99,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
99,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,0.5,1
99,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
99,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,0.5,1
99,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
99,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,0.5,1
100,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,1.0,1
100,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,1.0,1
100,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
100,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,1.0,1
100,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
100,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,1.0,1
100,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
100,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,1.0,1
101,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,1.0,1
101,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,1.0,1
101,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
101,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,1.0,1
101,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
101,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,1.0,1
101,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
101,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,1.0,1
102,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,1.0,1
102,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,1.0,1
102,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
102,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,1.0,1
102,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
102,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,1.0,1
102,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
102,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,1.0,1
103,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,1.0,1
103,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,1.0,1
103,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
103,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,1.0,1
103,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
103,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,1.0,1
103,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
103,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,1.0,1
104,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,0.0,1
104,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,0.0,1
104,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
104,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,0.5,1
104,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
104,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,0.5,1
104,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
104,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,0.5,1
105,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,1.0,1
105,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,1.0,1
105,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
105,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,1.0,1
105,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
105,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,1.0,1
105,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
105,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,1.0,1
106,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,1.0,1
106,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,1.0,1
106,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
106,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,1.0,1
106,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
106,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,1.0,1
106,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
106,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,1.0,1
107,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,1.0,1
107,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,1.0,1
107,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
107,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,1.0,1
107,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
107,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,1.0,1
107,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
107,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,1.0,1
108,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,1.0,1
108,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,1.0,1
108,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
108,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,1.0,1
108,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
108,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,1.0,1
108,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
108,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,1.0,1
109,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,0.0,3
109,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,0.0,3
109,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,0.0,3
109,RAGAgent-text-embedding-3-large-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-large,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,0.0,3
